reaction_name,smirks,reference
{Pyridine to 4-pyridone},"[c:1]1[c:2][c:3][n;!$(n(*)(*)*):4][c:5][c:6]1>>[N:1]1[C:2]=[C:3][C:4](=O)[C:5]=[C:6]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Pyridine N-oxide to 4-pyridone},"[c:1]1[c:2][c:3][n+:4]([O-])[c:5][c:6]1>>[N:1]1[C:2]=[C:3][C:4](=O)[C:5]=[C:6]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Morpholine to spiro morpholine},"[*:1]N1CCOCC1>>[*:1]N1CC2(COC2)C1","https://enamine.net/building-blocks/medchem/morpholine-bioisosteres-for-drug-design"
{Morpholine to bridged morpholine},"[*:1]N1CCOCC1>>[*:1]N1CC(C2)COCC2C1","https://enamine.net/building-blocks/medchem/morpholine-bioisosteres-for-drug-design"
{Morpholine to fused morpholine},"[*:1]N1CCOCC1>>[*:1]N1CC(COC2)C2C1","https://enamine.net/building-blocks/medchem/morpholine-bioisosteres-for-drug-design"
{Pyrrolidine to bridged pyrrolidine},"[N:1]1[C;!$(C(*)(*)(*)*):2][C:3][C;!$(C(*)(*)(*)*):4][C:5]1>>[N:1]1[C:2](C2)[C:3][C:4]2[C:5]1","https://enamine.net/building-blocks/medchem/bridged-pyrrolidine-with-reduced-lipophilicity"
{Piperidine to 1-azaspiro[3.3]heptane},"[N:1]1[C:2][C:3][C:4][C:5][C;!$(C(*)(*)*):6]1>>[N:1]1[C:2][C:4][C:6]12CCC2","https://enamine.net/building-blocks/medchem/spirocyclic-piperidine-bioisostere"
{Piperidine to 2-azaspiro[3.3]heptane},"[N:1]1[C:2][C:3][C:4][C:5][C:6]1>>[N:1]1[C:2]C2([C:3][C:4][C:5]2)[C:6]1","https://enamine.net/building-blocks/medchem/spirocyclic-piperidine-bioisostere"
"{Benzodioxole to 2,2-difluoro-1,3-benzodioxole}","[c:1]1[c](OCO2)[c:2]2[c:3][c:4][c:5]1>>[c:1]1[c](OC(F)(F)O2)[c:2]2[c:3][c:4][c:5]1","https://enamine.net/building-blocks/medchem/fluorinated-benzodioxoles"
"{Benzodioxole to 2,2-difluoro-1,3-benzoxathiole}","[c:1]1[c](SCO2)[c:2]2[c:3][c:4][c:5]1>>[c:1]1[c](OC(F)(F)O2)[c:2]2[c:3][c:4][c:5]1","https://enamine.net/building-blocks/medchem/fluorinated-benzodioxoles"
"{Benzodioxole to 2,2-difluoro-2,3-dihydro-1H-indene}","[c:1]1[c](OCO2)[c:2]2[c:3][c:4][c:5]1>>[c:1]1[c](CC(F)(F)C2)[c:2]2[c:3][c:4][c:5]1","https://enamine.net/building-blocks/medchem/fluorinated-benzodioxoles"
"{Benzodioxole to 2,2,3,3-tetrafluoro-2,3-dihydrobenzofuran}","[c:1]1[c](OCO2)[c:2]2[c:3][c:4][c:5]1>>[c:1]1[c](OC(F)(F)C2(F)(F))[c:2]2[c:3][c:4][c:5]1","https://enamine.net/building-blocks/medchem/fluorinated-benzodioxoles"
"{Benzodioxole to 2,2,3,3-tetrafluoro-2,3-dihydro-1,4-benzodioxin}","[c:1]1[c](OCO2)[c:2]2[c:3][c:4][c:5]1>>[c:1]1[c](OC(F)(F)C(F)(F)O2)[c:2]2[c:3][c:4][c:5]1","https://enamine.net/building-blocks/medchem/fluorinated-benzodioxoles"
{Sulfonamide to methyl sulfoximine},"[*:1]S(=O)(=O)[NH2]>>[*:1]S(=O)(=[NH])[CH3]","https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00960"
{Sulfone to sulfoximine},"[c,C:1]S(=O)(=O)[c,C:2]>>[c,C:1]S(=O)(=[NH])[c,C:2]","https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00960"
{Pyrrolidine to fluoropyrrolidine},"[N:1]1[C:2][C;!$(C(*)(*)(*)*):3][C:4][C:5]1>>[N:1]1[C:2][C:3](F)[C:4][C:5]1","https://enamine.net/building-blocks/medchem/gem-difluorinated-amines-for-drug-design"
{Pyrrolidine to difluoropyrrolidine},"[N:1]1[C:2][C;!$(C(*)(*)*):3][C:4][C:5]1>>[N:1]1[C:2][C:3](F)(F)[C:4][C:5]1","https://enamine.net/building-blocks/medchem/gem-difluorinated-amines-for-drug-design"
"{Piperidine to 4,4-difluoropiperidine}","[N:1]1[C:2][C:3][C;!$(C(*)(*)*):4][C:5][C:6]1>>[N:1]1[C:2][C:3][C:4](F)(F)[C:5][C:6]1","https://enamine.net/building-blocks/medchem/gem-difluorinated-amines-for-drug-design"
"{Piperidine to 3,3-difluoropiperidine}","[N:1]1[C:2][C:3][C:4][C;!$(C(*)(*)*):5][C:6]1>>[N:1]1[C:2][C:3][C:4][C:5](F)(F)[C:6]1","https://enamine.net/building-blocks/medchem/gem-difluorinated-amines-for-drug-design"
{CF3 to MeCHF},"[*:1]C(F)(F)F>>[*:1]C(F)C","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to MeCF2},"[*:1]C(F)(F)F>>[*:1]C(F)(F)C","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to Me2CF},"[*:1]C(F)(F)F>>[*:1]C(F)(C)C","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CH2FCMe2},"[*:1]C(F)(F)F>>[*:1]C(C)(C)CF","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CH2FCHMe},"[*:1]C(F)(F)F>>[*:1]C(C)CF","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CH2FCHF},"[*:1]C(F)(F)F>>[*:1]C(F)CF","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CH2FCF2},"[*:1]C(F)(F)F>>[*:1]C(F)(F)CF","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CHF2CHF},"[*:1]C(F)(F)F>>[*:1]C(F)C(F)F","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{CF3 to CHF2CF2},"[*:1]C(F)(F)F>>[*:1]C(F)(F)C(F)F","https://enamine.net/building-blocks/medchem/unique-fluoroalkyl-substituents"
{Tert-butyl to BCP},"[*:1]-[C]([CH3])([CH3])([CH3])>>[*:1]C1(C2)CC2C1","https://pubs.acs.org/doi/10.1021/jacsau.3c00014"
{Terminal phenyl to CF3},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]-[C](F)(F)F"
{Terminal phenyl to 2-pyridine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][cH][cH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-pyridine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][n][cH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-pyridine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][n][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 6-pyridazine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][n][cH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 5-pyridazine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][n][n][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 6-pyrimidine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][cH][n][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-pyrimidine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][cH][cH][cH][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 5-pyrimidine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][n][cH][n][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-pyrazine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][n][cH][cH][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-methyl-4-pyridine},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][n][c](C)[cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-pyrrole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][n]1[cH][cH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-furan},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][cH][o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-tiophene},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][cH][s]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-furan},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][o][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-tiophene},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][s][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-imidazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][n]1[cH][n][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-imidazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[nH][cH][cH][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-imidazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][cH][nH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-pyrazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][n]1[n][cH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-pyrazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][nH][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-pyrazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][nH][n][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-oxazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[n][cH][cH][o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 5-oxazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][n][cH][o]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-thiazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[s][cH][cH][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-thiazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][s][cH][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 5-thiazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[s][cH][n][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 5-isoxazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[o][n][cH][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-isoxazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][o][n][cH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-isoxazole},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[cH][cH][o][n]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to cyclohexane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CCCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-oxacyclohexane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1OCCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-oxacyclohexane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1COCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 4-oxacyclohexane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CCOCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to cyclopentane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-oxacyclopentane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1OCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-oxacyclopentane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1COCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to cyclobutane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to thietane dioxide},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CS(=O)(=O)C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2,2-difluorocyclobutane}","[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CC(F)(F)C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 3-oxacyclobutane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1COC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to alkyne},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C#C","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to cyclopropane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to adamantane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1C2CC3CC1CC(C2)C3","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to BCP},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1(C2)CC2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to BCO},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1(CC2)CCC2CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to norbornane},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1(CC2)CC2CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2-R-1,3-dioxacyclohexane}","[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1OCCCO1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Terminal phenyl to 2-R-1,3-dioxacycloheptane}","[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1OCCCCO1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-cyclohexene},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C1=CCCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-piperidine},"[C,c:1][c]1[cH][cH][cH][cH][cH]1>>[C,c:1]N1CCCCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 1-piperazine},"[C,c:1][c]1[cH][cH][cH][cH][cH]1>>[C,c:1]N1CCNCC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to trifluoroethoxy},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]OCC(F)(F)F","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to MOIM-aldoxime},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]C=NOC","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to MAOM-aldoxime},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1]CON=CC","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Terminal phenyl to 2-pyridone},"[*:1][c]1[cH][cH][cH][cH][cH]1>>[*:1][c]1[c][nH][c](=O)[c][c]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to difluorobicyclo[1.1.1]pentane},"[*:1]c1[cH][cH][c]([*:2])[cH][cH]1>>[*:1]C(C1)(C2(F)(F))CC12([*:2])","https://enamine.net/building-blocks/medchem/benzene-perfect-match"
{Para-phenyl to furan},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1ccc([*:3])o1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to thiophene},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1ccc([*:3])s1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrrole},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1c[nH]c([*:3])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to oxazole},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1cnc([*:3])o1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to thiazole},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1cnc([*:3])s1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 2,4-imidazole}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1c[nH]c([*:3])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 2,5-imidazole}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1c[n]c([*:3])[nH]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,3,4-oxadiazole}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1[n][n]c([*:3])o1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,3,4-thiadiazole}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1[n][n]c([*:3])s1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrazine},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1ncc([*:3])nc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrimidine},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1cnc([*:3])nc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyridazine},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1nnc([*:3])cc1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to piperazine},"[c,C,S:1]c1[cH][cH][c]([c,C,S:3])[cH][cH]1>>[c,C,S:1]N1CCN([c,C,S:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrazole},"[*:1]c1[cH][cH][c]([c,C,S:3])[cH][cH]1>>[*:1]c1ccn([c,C,S:3])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Para-phenyl to 1,2,4-oxadiazole}","[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]c1[o][n]c([*:3])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to cyclohexane},"[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1CCC([*:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to piperidine},"[c,C,S:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[c,C,S:1]N1CCC([*:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to cyclopentane},"[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1CC([*:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to pyrrolidine},"[c,C,S:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[c,C,S:1]N1CC([*:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to azetidine},"[c,C,S:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[c,C,S:1]N1CC([*:3])C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to cubane},"[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12C3C4C1C5C2C3C45([*:3])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to BCP},"[*:1][c]1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1(C2)CC2([*:3])C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to bicyclo[2.2.1]heptane},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C12CCC([*:3])(C2)C(C1)","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to bridged piperidine},"[c,C,S:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[c,C,S:1]N1CC(CC2)C([*:3])C2C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to 1-cyclohexene},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1=CCC([*:3])CC1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to 1-spiro[3.3]heptene},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1=CC2(CC([*:3])C2)C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Para-phenyl to cyclobutane},"[*:1]c1[cH][cH][c]([*:3])[cH][cH]1>>[*:1]C1CC([*:3])C1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Biphenyl to alkyne},"[*:1]c1[cH][cH][c]([c:2])[cH][cH]1>>[*:1]C#C([c:2])","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Benzothiazole to acetylene-thiophene moiety},"[n:1]1[c:2][s:3]c(c[c:4]cc2)c12>>[n:1]1[c:2][s:3]c(C#[C:4])c1C","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to furan},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1occ([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to thiophene},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1scc([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to oxazole},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1ncc([*:2])o1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to thiazole},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1ncc([*:2])s1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to pyrazole},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1n[nH]c([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to isoxazole},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1noc([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Meta-phenyl to 1,2,4-oxadiazole}","[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1noc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to imidazole},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1[nH]cc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Meta-phenyl to 1,2,4-triazole}","[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1[nH]nc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Meta-phenyl to 2,4-pyridine}","[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1nccc([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Meta-phenyl to 2,6-pyridine}","[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1cccc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
"{Meta-phenyl to 3,5-pyridine}","[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1cncc([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to pyrazine},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1cncc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to pyrimidine},"[*:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[*:1]c1ccnc([*:2])n1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to N-linked pyrazole},"[c,C:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[c,C:1]n1ncc([*:2])c1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 2-pyridone},"[c,C:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[c,C:1]N1[C](=O)[C]([*:2])=[C][C]=[C]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
{Meta-phenyl to 4-pyridone},"[c,C:1]c1[cH][c]([*:2])[cH][cH][cH]1>>[c,C:1]N1[C]=[C]([*:2])[C](=O)[C]=[C]1","https://pubs.acs.org/doi/full/10.1021/acs.jmedchem.1c01215"
